Name of the interviewer,Select village,What category of respondent are you interviewing?,"1. Introduce yourself (say your name and where you have come from)
2. Introduce the project, stating that it is a stuent project and that you are mainly interested in their preferences for different meat, including beef and chicken.
3. Hand out the consent form. Continue if they agree to partake and thus sign the form.",What is the respondent's sex?,What is the respondent's ethnicity?,What is the year of birth of the respondent?,African brush-tailed porcupine,African buffalo,African civet (bush dog),African clawless otter,African dwarf crocodile,African elephant,African golden cat,African palm civet (civet),African palm weevil,African slender-snouted crocodile,Aquatic snails (nkonkor),Ball python,Bat,Bates' pygmy antelope,Bay duiker,Beef (cow),Black guineafowl,Black-bellied pangolin,Blue duiker (frutambo),Bushfowl,Calabar angwantibo,Cameroon red-eared monkey,Carp,Catfish,Central African rock python,Chameleon,Chicken,Chicken egg,Chimpanzee,Cobra,Common periwinkle,Cricket,Cross River gorilla,Crowned monkey,Cusimanse,Dog,Dried anchovies,Drill,Duck,Eagle,Freshwater crab,Freshwater shrimp and prawn,Frog and toads,Gaboon viper,Galago (or bushbaby),Genet (crested and Cape),Giant ground pangolin,Giant land snail,Giant pouched rat,Goat,Grasshopper,Greater cane rat (cutting grass),Guinea-pig,Harnessed bushbuck,Hawk and Kite,Helmeted guineafowl,Hornbill,Hyrax,Leopard,Lobster,Mamba,Mona monkey,Mongoose,Nile crocodile,Nile Monitor,Ogilby's duiker,Owl,Parrot,Patas monkey,Pigeon,Pork,Potto,Preuss's monkey,Preuss's red colobus (Colobus monkey),Putty-nosed monkey,Rabbit,Ratel (honey badger),Red river hog,Red-capped mangabey,Sardine and pilchard,Sclater's monkey,Sheep,Shrew (okornor),Sitatunga,Small bird,Spotted-necked otter,Squirrel,Stock fish,Termite,Tilapia,Tortoise,Turaco,Turkey,Turtle,Vulture,Water chevrotain,West African mackerel (ice fish),White-bellied pangolin,Yellow-backed duiker,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
Dominic,Ochon,Market,Yes,Female,Other,1980,999,999,999,999,999,999,999,999,999,999,999,999,999,999,8,8,999,999,6,999,999,999,6,7,999,999,8,6,999,999,3,999,999,999,999,7,2,999,999,999,1,9,999,999,999,999,999,9,9,9,999,8,999,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,999,7,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,5,2,999,999,999,999,999,999,999,9,999,999,183720295,23ad9490-2bd1-4e25-808e-1c8635a9f3c9,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,246
Dominic,Utanga,Market,Yes,Female,Other,1980,999,999,999,999,999,999,999,999,1,999,1,999,999,999,999,6,999,999,999,5,999,999,7,7,999,999,10,7,999,999,8,2,999,999,999,999,3,999,1,999,999,9,999,999,999,999,999,9,1,6,3,5,999,999,999,4,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,999,3,999,999,4,999,999,999,999,999,999,999,999,999,999,999,8,2,10,999,999,999,3,999,999,10,999,999,187221950,bde3267c-b8c9-4d43-84a0-243687811d11,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,394
Dominic,Utanga,Market,Yes,Male,Other,1980,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,999,9,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,4,999,999,999,999,999,999,6,999,999,187222012,0195dcc3-e694-4946-99d1-3565e9b60192,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,402
Ebri,Butatong,Household,Yes,Female,Boki,1980,10,999,999,8,999,10,999,6,999,10,10,1,9,10,4,10,999,10,10,6,5,10,7,10,999,999,10,7,999,5,9,999,999,10,4,999,5,999,1,999,2,6,999,9,9,10,999,6,8,10,10,10,3,10,2,999,2,999,999,7,1,4,999,999,9,4,999,999,999,999,10,999,999,999,6,999,3,10,999,999,999,999,999,5,2,999,7,10,6,999,9,999,999,999,999,999,999,10,999,187240758,bfd69e54-5018-4c65-a3bc-33b68ef5cdf3,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,406
Ebri,Okwangwo,Household,Yes,Female,Boki,1980,10,999,8,999,9,7,999,999,999,999,999,1,999,999,6,9,999,8,6,9,999,999,10,10,1,999,10,999,999,999,4,999,999,6,8,999,1,999,999,999,7,4,999,5,999,999,999,9,7,7,999,5,2,999,999,999,5,999,999,7,6,8,999,999,5,6,999,999,999,999,2,2,999,999,999,999,999,10,999,999,999,999,999,999,999,999,5,4,999,999,3,999,999,3,999,999,9,9,999,187241613,8ae964ad-288e-4299-b072-af338745f3ce,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,427
Ebri,Okwa II,Household,Yes,Female,Boki,1980,3,999,6,999,999,5,3,1,999,999,2,9,999,1,1,1,999,7,8,4,999,5,8,8,9,999,10,10,999,999,2,999,999,6,3,999,6,999,7,999,8,8,999,9,5,1,999,2,3,1,999,3,999,5,999,4,4,999,999,8,9,2,3,999,9,3,999,1,999,999,5,5,999,999,5,3,999,10,999,3,999,999,4,999,3,999,6,8,7,999,3,2,7,999,999,1,6,6,999,187241981,d6aed8a2-96bf-4095-a9b0-b8b2743bd3b1,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,460
Ben,Butatong,Hunter,Yes,Male,Boki,1980,10,999,6,999,999,999,999,7,5,999,4,10,999,8,4,6,999,10,8,999,999,7,7,7,10,999,8,8,999,999,9,999,999,7,8,999,3,6,999,999,2,4,999,5,999,6,999,9,7,5,999,10,999,6,4,5,7,999,999,8,7,8,7,999,7,7,999,999,999,999,8,999,999,5,8,999,999,10,6,7,999,999,999,999,999,999,7,8,9,9,9,9,999,999,999,8,10,10,999,187290157,89b77889-dc25-4593-8d6c-14c5db786a73,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,490
Ben,Okwa I,Hunter,Yes,Male,Boki,1980,8,4,999,999,999,1,5,999,8,999,9,6,999,6,5,8,999,5,6,999,999,3,10,10,6,999,7,9,1,6,9,999,1,999,5,999,7,1,7,999,7,9,999,6,8,999,999,9,10,8,999,8,999,999,999,999,4,999,999,9,6,999,3,999,8,6,999,999,999,999,8,8,999,2,2,999,999,6,2,999,999,10,999,999,999,999,8,9,7,8,4,999,999,5,999,3,9,5,999,187290386,c5054167-c0f8-42e2-8787-94b3b711c6f0,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,526
Ben,Okwa II,Hunter,Yes,Male,Boki,1980,9,1,999,999,999,999,999,8,999,999,7,4,9,999,1,999,999,999,999,999,999,8,1,999,999,999,10,10,8,999,999,999,999,1,10,10,999,999,10,999,9,4,999,999,999,999,999,7,8,10,999,10,999,999,999,999,8,999,999,4,999,1,8,999,10,999,999,999,999,999,9,999,999,999,999,999,999,10,999,999,999,999,8,999,999,6,999,999,999,9,4,6,999,999,999,999,1,8,999,187290560,c0aa924e-5987-4d36-a22c-45cff2f4b58c,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,543
Ebri,Aningeje,Household,Yes,Female,Ejagham,1981,9,999,999,999,999,6,999,4,999,10,999,999,2,999,4,6,999,9,5,4,999,5,10,999,10,999,3,999,999,10,10,7,999,999,8,999,10,999,999,999,999,3,999,999,999,999,999,999,5,10,999,9,9,999,3,999,999,999,999,10,999,7,999,10,999,8,999,999,999,3,999,999,999,999,999,4,999,5,6,4,999,9,10,999,4,999,999,999,2,999,10,999,999,10,999,999,999,9,999,181086008,967c85f2-6921-4ac0-8c3f-26a63b9fd926,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,101
Dominic,Aningeje,Market,Yes,Female,Ibibio,1981,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,3,999,999,999,999,999,999,10,9,999,999,8,10,999,999,999,999,999,999,2,999,999,999,999,999,7,999,999,999,999,999,999,10,999,10,999,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,6,999,999,181086874,b34f3d78-58de-4f02-acd1-1f1463f7ea6f,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,117
Dominic,Okwa I,Market,Yes,Female,Boki,1981,10,999,999,999,999,999,4,5,999,4,4,10,999,999,999,7,999,4,6,999,999,999,10,999,7,999,10,10,999,10,999,999,999,999,9,999,10,999,3,999,10,10,999,10,999,999,999,999,9,999,999,4,999,5,999,999,5,999,999,10,1,999,999,999,10,6,999,999,999,999,10,999,999,999,999,999,999,10,999,999,999,999,999,999,999,999,999,2,999,999,1,999,999,999,999,999,2,999,999,187221544,b18fff2b-8675-46db-b211-663f7d3b2448,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,353
Ebri,Okwangwo,Household,Yes,Female,Boki,1981,9,999,999,999,2,2,999,999,999,7,8,1,999,999,999,4,999,10,999,2,999,999,10,6,1,999,8,8,999,999,10,999,999,999,3,999,1,999,999,999,1,7,999,1,999,999,999,9,999,10,999,9,999,999,999,999,999,999,999,999,7,999,999,999,7,5,999,999,999,999,1,999,999,999,999,1,999,6,999,999,999,999,999,999,999,999,3,9,999,999,5,999,8,5,999,5,9,10,999,187241104,642a15c6-db22-4bd5-b576-ce99dd89df76,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,420
Ebri,Okwa I,Household,Yes,Female,Boki,1981,10,8,999,999,7,10,999,10,999,999,6,7,5,6,6,9,999,10,2,999,10,10,8,8,7,999,10,8,999,7,3,999,999,10,10,1,5,10,999,999,2,8,999,2,999,1,999,5,3,6,999,9,999,6,999,8,4,999,2,3,7,10,999,999,7,6,999,999,999,999,1,999,999,999,999,999,999,10,999,999,999,9,1,999,999,999,999,8,999,999,9,999,999,6,999,5,6,10,999,187241659,50f646b2-878c-4013-9897-32329b003fa5,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,435
Ben,Okwangwo,Hunter,Yes,Male,Boki,1981,10,6,999,999,999,10,999,999,999,999,4,5,999,7,7,9,999,9,7,999,999,999,10,10,10,999,10,10,999,999,1,999,999,999,999,5,1,999,1,999,999,10,999,8,999,999,3,10,999,2,999,10,999,999,999,7,4,999,999,10,4,999,999,999,999,10,999,999,999,999,3,3,999,6,999,999,999,10,999,999,999,999,999,999,1,5,999,10,1,999,8,999,9,999,999,6,10,9,999,187290173,638d00b3-4c75-4da3-aee8-2de7e4ce7741,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,493
Dominic,Okarara,Market,Yes,Female,Ejagham,1982,10,999,999,999,1,999,7,10,999,10,999,999,999,4,8,10,5,10,10,10,999,6,6,10,999,999,10,6,3,999,10,999,999,999,10,999,10,10,10,999,1,10,999,999,999,2,10,10,3,10,999,10,999,999,999,10,999,999,8,1,999,8,999,10,999,999,999,999,999,999,999,10,999,4,3,5,999,4,9,999,999,999,8,999,999,999,9,5,999,999,10,999,999,999,999,999,999,3,999,176873470,074cafc7-cd61-4ec3-a645-09e9b670fc0e,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,2
Ben,Okarara,Hunter,Yes,Male,Ejagham,1982,10,999,1,3,1,9,999,9,999,999,999,999,999,2,999,1,2,8,1,2,2,10,10,10,999,999,6,10,999,999,10,1,10,10,9,4,1,7,7,999,3,10,999,999,8,5,10,10,999,1,999,7,999,2,1,4,999,999,999,10,999,10,9,999,5,2,999,999,999,999,5,7,10,10,10,999,7,10,10,5,999,999,8,999,999,999,1,9,999,10,10,999,7,999,999,2,2,10,2,176887798,058a3556-deac-41fc-b158-a9b4d931c7e3,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,12
Ben,Okarara,Hunter,Yes,Male,Ejagham,1982,10,999,4,999,999,999,999,10,999,2,10,999,999,999,3,9,999,10,999,999,999,10,10,10,999,999,8,10,999,999,10,999,999,10,999,10,999,8,8,999,999,10,999,999,999,999,999,10,999,6,999,7,999,999,999,8,999,999,999,10,999,1,5,999,4,5,999,999,999,999,6,6,10,8,8,999,999,9,7,999,999,999,999,999,999,999,999,9,6,10,1,999,9,999,999,1,9,10,999,176887891,fffb3218-1f1f-48b6-a4e0-60aa3f73fac0,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,14
Ebri,Okarara,Household,Yes,Female,Ejagham,1982,10,7,10,9,6,999,1,999,999,4,7,8,2,4,6,7,999,10,5,3,4,10,10,2,999,999,5,10,999,999,7,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,10,10,9,10,1,1,9,999,2,2,1,5,999,999,999,6,999,6,10,1,999,999,999,1,8,10,999,999,10,8,9,9,2,2,9,7,8,1,2,9,3,5,7,2,7,1,8,6,1,2,8,10,7,176888090,68daeb85-0225-4e2e-85dd-c15abd5b6c50,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,16
Ben,Mkpot 1,Hunter,Yes,Male,Ejagham,1982,10,999,999,999,9,10,999,10,999,9,6,10,10,999,8,2,10,10,8,10,999,10,10,10,10,999,10,10,999,10,10,999,999,999,3,8,8,10,999,999,10,10,999,10,999,10,999,8,10,999,999,10,999,999,999,10,9,999,999,10,10,999,9,999,10,7,999,999,999,999,5,10,999,999,999,999,999,10,999,5,999,999,3,999,9,999,10,8,10,10,4,8,999,999,999,999,5,10,999,177420239,641a0ffa-716d-4436-8609-f7d46d02b8c3,21/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,32
Ebri,Mkpot 1,Household,Yes,Female,Ejagham,1982,10,999,2,999,6,6,999,4,999,999,9,999,8,999,6,8,999,10,999,9,999,8,10,10,999,999,10,10,4,999,10,999,999,9,999,999,8,9,999,999,8,10,999,999,999,999,999,9,1,10,999,10,999,999,999,10,7,999,999,10,999,8,999,5,10,4,999,6,7,1,5,2,999,3,999,999,999,10,999,999,999,999,5,999,3,2,5,10,999,4,9,999,999,1,999,999,999,10,999,177721021,5457231e-5de8-49c0-9649-09a2a74b9f94,22/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,77
Ben,Aningeje,Hunter,Yes,Male,Ibibio,1982,8,999,999,999,5,999,999,999,999,999,2,999,999,999,7,9,999,999,999,999,999,999,2,8,999,999,5,10,999,999,3,1,999,999,5,8,999,3,999,999,999,999,999,999,999,999,999,9,1,6,999,3,999,3,999,4,1,999,999,7,999,9,999,999,10,999,999,999,999,999,999,999,999,999,999,999,999,7,3,999,999,999,999,999,999,999,3,8,1,10,4,999,4,999,999,999,1,10,999,181086773,4de98dc4-db78-40e8-a305-5b56b9afad13,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,102
Ben,Aningeje,Hunter,Yes,Male,Ejagham,1982,8,1,999,999,10,4,999,999,999,10,6,2,999,8,8,5,999,10,4,7,999,9,6,6,999,999,7,7,9,999,6,999,999,9,8,7,6,9,3,999,6,6,6,999,999,999,8,6,8,5,999,8,999,999,999,7,999,999,999,6,999,9,999,999,10,10,999,999,999,999,999,999,9,9,9,8,999,999,9,999,999,4,999,4,999,999,999,6,999,999,10,999,7,10,999,999,999,8,999,181086779,a1a0efc1-1de8-449e-9faa-ef0284f00838,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,103
Dominic,Aningeje,Market,Yes,Female,Ejagham,1982,6,999,999,999,999,999,999,999,999,999,999,999,999,999,999,6,999,999,999,999,999,999,10,999,999,999,6,3,999,999,7,1,999,999,999,9,999,999,999,999,999,9,999,999,999,999,999,8,999,5,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,999,999,999,999,9,999,999,181086845,a48a9d62-8093-43a0-9cbb-70065146d419,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,112
Ben,Obung,Hunter,Yes,Male,Ejagham,1982,10,10,10,3,10,10,10,10,999,10,10,10,7,10,10,5,10,10,10,10,10,10,10,10,10,10,9,2,10,10,3,999,10,10,10,10,10,10,10,10,10,10,999,10,1,10,10,10,10,10,10,10,999,10,10,10,5,10,999,10,10,10,10,999,10,10,10,999,10,8,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2,10,10,10,10,10,999,10,10,10,999,182829913,4426adca-648b-4c3b-81f1-1a768de24a03,09/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,124
Ebri,Iko Esai,Household,Yes,Female,Ejagham,1982,8,999,999,999,2,999,999,9,999,999,5,999,999,999,999,8,999,9,999,999,999,999,6,5,999,999,7,10,999,999,6,999,999,999,999,999,6,999,5,999,5,5,999,999,999,999,999,6,5,2,999,1,999,3,999,999,999,999,999,5,999,1,999,999,9,999,999,999,999,999,7,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,5,999,999,999,999,999,999,999,1,999,10,999,183360168,f8540179-afa0-4484-90f6-c2afe6b038a3,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,159
Ebri,Iko Esai,Household,Yes,Female,Ejagham,1982,9,10,999,999,7,10,5,10,999,1,10,10,999,10,9,9,999,6,999,10,4,10,5,5,5,999,10,10,999,999,8,999,999,999,9,999,5,999,999,999,8,8,999,10,7,1,999,10,1,5,999,3,1,5,3,7,999,10,1,5,999,10,999,999,999,999,999,999,999,999,5,999,999,999,5,6,9,5,999,999,999,10,7,9,999,7,9,2,7,999,9,999,999,10,999,8,5,7,999,183360185,e4bae00c-8bf2-4018-bd88-7bf8956f5b85,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,166
Dominic,Obung,Market,Yes,Male,Ibibio,1982,10,999,999,999,999,999,999,999,999,999,4,7,999,3,5,9,8,10,5,999,7,999,9,10,6,999,10,9,999,999,4,999,999,999,999,7,3,999,999,999,9,9,999,999,999,999,999,9,5,8,999,8,999,5,999,5,999,999,999,8,999,7,5,999,7,5,999,999,999,999,6,999,999,999,999,999,999,8,999,999,999,999,999,999,999,999,999,5,2,999,3,999,999,999,999,999,8,10,999,183369179,c064c97f-63a2-4d01-8d77-064c99248e08,11/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,184
Ben,Iko Esai,Hunter,Yes,Male,Ejagham,1982,10,999,10,8,6,1,999,1,10,1,7,10,999,7,10,6,8,10,10,8,10,10,10,10,10,999,9,8,10,7,7,999,1,10,10,10,10,10,999,999,8,9,999,10,999,9,10,7,10,9,999,10,999,9,999,9,9,9,999,10,6,10,10,999,10,10,999,999,10,999,10,999,10,10,10,999,999,10,10,10,10,9,9,999,999,9,1,10,999,10,10,9,9,999,999,10,10,10,7,183501753,8beadac5-46a6-42e7-bad2-a69fbb184c94,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,221
Ben,Agoi Ibami,Hunter,Yes,Male,Efut,1982,5,999,10,999,7,999,999,10,5,9,8,3,999,9,2,2,7,7,9,999,999,4,6,6,3,999,5,3,999,1,4,999,999,4,7,8,3,4,999,999,5,5,999,1,999,3,7,7,4,6,999,5,999,6,999,2,999,999,999,5,999,4,999,999,9,9,999,999,999,999,8,999,999,4,4,999,999,10,6,7,999,999,6,999,999,999,999,7,999,8,2,4,4,999,999,999,8,7,999,183501798,24100a66-5a38-4caf-b47e-e03c2ae840e6,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,228
Ben,Agoi Ibami,Hunter,Yes,Male,Yakurr,1982,8,999,999,10,10,10,10,10,8,10,1,10,999,9,9,5,8,10,8,5,4,10,9,3,10,999,4,3,7,7,5,999,9,6,10,8,8,6,999,999,4,2,999,8,5,3,10,1,5,9,999,6,999,7,999,5,5,9,999,5,999,3,999,999,10,10,2,999,999,1,8,10,999,10,10,999,999,10,8,999,999,999,10,8,999,10,4,6,999,4,8,10,7,5,999,9,5,10,999,183501816,58a3ee8d-763b-471a-ac88-313bbf02d195,12/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,231
Ebri,Abo Ogbagante,Household,Yes,Female,Boki,1982,8,999,999,999,4,999,999,999,999,3,999,999,999,5,2,6,999,10,999,999,999,7,9,9,999,999,7,10,999,999,2,999,999,9,6,999,10,999,999,999,999,999,999,999,999,999,999,6,9,10,10,9,999,4,999,3,9,999,999,6,999,8,999,999,999,6,999,999,999,999,10,8,999,999,8,999,999,9,999,999,999,999,10,999,999,999,10,9,7,999,999,999,1,999,999,8,8,6,999,184791538,56698518-d7ac-4540-9ab0-cd32a40a2144,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,271
Ebri,Abo Ogbagante,Household,Yes,Female,Boki,1982,10,999,999,999,999,3,999,10,999,10,10,10,4,6,6,3,999,10,999,999,999,9,10,4,10,999,4,4,999,10,10,999,9,9,7,999,3,10,999,999,7,10,999,10,10,10,999,10,5,3,7,999,7,10,999,4,4,999,999,10,10,9,999,999,10,6,2,999,999,999,999,999,999,999,9,999,999,10,999,999,999,3,6,999,4,999,3,10,7,999,10,999,4,4,999,10,999,10,999,184791550,95c953d8-1f61-4d0e-8a49-f894dba66bd8,15/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,273
Dominic,Okwa I,Market,Yes,Female,Boki,1982,7,999,999,999,999,999,999,999,9,999,999,4,999,999,999,999,999,999,999,999,999,999,5,8,999,999,10,10,999,999,999,999,999,999,999,999,3,999,999,999,10,2,999,999,999,999,999,1,6,9,999,7,999,999,999,999,999,999,999,5,999,999,999,999,999,999,999,999,999,999,10,4,999,999,999,999,999,6,999,999,999,999,999,999,999,999,999,999,999,999,7,999,999,999,999,999,999,999,999,187221644,4ac5d9fb-6775-42a2-b53c-f9cb09553101,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,362
Dominic,Okwa I,Market,Yes,Female,Boki,1982,999,999,999,999,999,999,3,999,999,999,4,2,999,10,999,9,5,9,1,5,999,999,4,6,999,999,5,5,999,999,4,999,999,999,7,999,6,999,999,999,999,6,999,2,999,999,999,4,1,3,999,1,999,999,999,7,999,999,999,4,999,999,7,999,999,10,999,999,999,999,10,3,999,999,999,999,999,1,999,999,999,999,8,999,999,999,999,999,999,999,999,999,5,999,999,8,2,999,999,187221675,f5ab4a8f-a856-4f0d-8a66-59dd0870faca,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,365
Ebri,Okwa II,Household,Yes,Female,Boki,1982,10,3,5,8,999,8,9,9,999,1,5,3,999,10,10,7,999,8,10,1,999,999,3,3,1,999,7,7,999,4,5,1,6,999,9,1,3,6,1,2,3,3,999,9,9,6,999,5,7,10,1,8,999,10,5,1,6,1,999,3,999,6,2,5,3,6,999,3,999,999,9,4,999,999,999,4,999,6,999,999,999,999,8,999,5,999,9,2,6,3,5,2,999,999,999,999,999,8,3,187241960,19e3d6f0-cd31-4716-a784-57f1a50f2128,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,458
Ben,Butatong,Hunter,Yes,Male,Boki,1982,7,9,8,10,9,7,8,8,8,9,8,10,8,8,8,2,8,8,8,8,8,10,6,6,10,999,6,6,10,999,6,999,10,10,9,8,999,10,2,6,6,8,999,9,8,8,999,8,7,2,999,8,999,7,999,9,4,8,8,8,7,10,8,999,8,7,999,999,999,8,6,8,999,10,10,8,999,9,10,4,999,999,999,999,4,9,8,2,1,7,7,8,6,9,999,9,6,10,999,187290113,07a5dda0-7361-43fa-b93c-7456a1d31b11,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,480
Ben,Okwa I,Hunter,Yes,Male,Boki,1982,6,999,999,999,999,999,999,999,8,999,1,999,999,6,4,4,999,10,999,999,999,999,9,9,999,999,5,7,999,999,10,999,999,999,2,10,999,999,3,999,10,10,999,999,999,999,999,10,8,7,10,8,999,5,999,2,999,999,999,10,999,999,999,999,1,6,999,999,999,999,999,999,999,999,999,999,999,9,999,999,999,999,5,999,999,999,999,7,999,999,1,8,3,999,999,999,9,10,999,187290296,eba9867d-9ee4-45be-b213-bc3ff23667c2,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,512
Ben,Okwa I,Hunter,Yes,Male,Boki,1982,10,999,999,999,999,999,999,999,8,999,5,10,999,8,7,5,999,10,8,9,999,8,10,10,8,999,10,10,999,8,8,999,999,999,9,10,9,999,999,999,8,10,999,6,7,999,999,10,6,10,999,10,999,999,999,9,9,999,999,8,7,999,6,999,3,8,999,999,999,999,10,999,999,999,999,999,999,10,999,5,999,999,6,999,4,999,2,8,999,6,4,1,5,999,999,9,9,10,999,187290338,8e6ba251-41d3-4a0e-af39-c5d2aa8eb29c,23/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,519
Ebri,Okarara,Household,Yes,Female,Ejagham,1983,10,999,999,999,999,999,999,999,999,999,999,999,999,999,999,1,999,999,999,999,999,999,999,5,999,999,10,999,999,999,999,999,999,999,999,999,3,999,999,999,4,5,999,999,999,999,999,6,5,5,4,3,2,1,2,999,999,999,999,5,999,1,999,999,999,999,999,999,999,999,9,1,2,999,999,999,999,3,999,999,999,5,999,4,4,5,3,1,999,8,999,999,999,999,999,999,999,999,999,176887731,59276a1a-f7ee-4ee0-a158-9651dba45b64,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,11
Ebri,Okarara,Household,Yes,Male,Ejagham,1983,4,999,999,999,8,8,999,10,999,999,1,999,999,999,999,999,999,9,8,999,7,2,8,1,7,999,999,9,999,999,7,999,999,999,9,9,999,999,999,999,999,999,999,4,6,4,10,5,8,9,1,1,2,3,999,2,6,7,7,8,5,9,999,9,8,999,999,999,999,999,5,999,999,999,9,7,8,7,5,999,999,5,2,1,1,1,2,5,1,5,8,7,8,9,2,4,8,9,999,176888133,0a6e657a-ab15-4253-b227-ca0a856060e7,18/08/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,18
Ben,Aningeje,Hunter,Yes,Male,Ejagham,1983,10,999,999,999,999,1,1,7,999,999,999,999,999,999,999,9,999,3,10,999,999,5,10,10,8,999,10,10,999,999,10,999,999,10,8,10,10,10,6,10,10,10,5,10,10,7,10,9,8,9,10,10,999,9,999,9,999,999,2,10,999,999,999,999,10,999,999,999,999,6,999,999,999,999,999,4,999,6,999,999,999,9,10,999,999,999,10,10,9,999,7,999,10,7,999,999,999,3,999,181085946,a26b9c7e-64ab-4e36-8861-22f7d18cca54,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,90
Ben,Aningeje,Hunter,Yes,Male,Ejagham,1983,3,999,5,5,999,999,999,999,999,9,1,3,4,7,7,7,999,10,7,999,4,5,8,8,3,999,4,4,999,999,1,1,999,5,10,10,8,999,10,999,8,8,10,3,999,5,999,3,10,7,2,4,999,7,4,999,4,999,999,999,999,5,999,999,3,7,999,999,999,999,9,7,999,999,999,999,999,7,999,999,999,999,999,7,4,999,999,8,6,999,999,999,999,999,999,7,999,10,999,181085978,92b9b396-c1ef-4d9c-ad77-5400149c97c6,03/09/2022,,,submitted_via_web,,vLwRJc7hNLGWLVKPoQKhyS,,95
